ROC TRACON FLOW           N000.00.00.000 E000.00.00.000 N000.00.00.000 E000.00.00.000
- RWY 4                   N000.00.00.000 E000.00.00.000 N000.00.00.000 E000.00.00.000
                          N042.35.29.945 W078.09.30.143 N042.34.10.561 W078.13.08.712
                          N042.59.46.660 W078.51.54.547 N042.59.41.260 W078.52.00.098
                          N042.59.41.260 W078.52.00.098 N042.59.36.006 W078.52.05.901
                          N042.59.36.006 W078.52.05.901 N042.59.30.901 W078.52.11.953
                          N042.59.30.901 W078.52.11.953 N042.59.25.957 W078.52.18.240
                          N042.59.25.957 W078.52.18.240 N042.59.21.178 W078.52.24.762
                          N042.59.21.178 W078.52.24.762 N042.59.16.567 W078.52.31.505
                          N042.59.16.567 W078.52.31.505 N042.59.12.131 W078.52.38.463
                          N042.59.12.131 W078.52.38.463 N042.59.07.877 W078.52.45.626
                          N042.59.07.877 W078.52.45.626 N042.59.03.810 W078.52.52.987
                          N042.59.03.810 W078.52.52.987 N042.58.59.933 W078.53.00.536
                          N042.58.59.933 W078.53.00.536 N042.58.56.250 W078.53.08.268
                          N042.58.56.250 W078.53.08.268 N042.58.52.768 W078.53.16.168
                          N042.58.52.768 W078.53.16.168 N042.58.49.491 W078.53.24.227
                          N042.58.49.491 W078.53.24.227 N042.58.46.422 W078.53.32.437
                          N042.58.46.422 W078.53.32.437 N042.58.43.567 W078.53.40.789
                          N042.58.43.567 W078.53.40.789 N042.58.40.924 W078.53.49.271
                          N042.58.40.924 W078.53.49.271 N042.58.38.504 W078.53.57.873
                          N042.58.38.504 W078.53.57.873 N042.58.36.303 W078.54.06.586
                          N042.58.36.303 W078.54.06.586 N042.58.34.327 W078.54.15.397
                          N042.58.34.327 W078.54.15.397 N042.58.32.578 W078.54.24.297
                          N042.58.32.578 W078.54.24.297 N042.58.31.057 W078.54.33.273
                          N042.58.31.057 W078.54.33.273 N042.58.29.766 W078.54.42.317
                          N042.58.29.766 W078.54.42.317 N042.58.28.709 W078.54.51.416
                          N042.58.28.709 W078.54.51.416 N042.58.27.886 W078.55.00.560
                          N042.58.27.886 W078.55.00.560 N042.58.27.294 W078.55.09.737
                          N042.58.27.294 W078.55.09.737 N042.58.26.944 W078.55.18.938
                          N042.58.26.944 W078.55.18.938 N042.58.26.826 W078.55.28.149
                          N042.58.26.826 W078.55.28.149 N042.58.26.944 W078.55.37.360
                          N042.58.26.944 W078.55.37.360 N042.58.27.294 W078.55.46.558
                          N042.58.27.294 W078.55.46.558 N042.58.27.886 W078.55.55.738
                          N042.58.27.886 W078.55.55.738 N042.58.28.709 W078.56.04.882
                          N042.58.28.709 W078.56.04.882 N042.58.29.766 W078.56.13.980
                          N042.58.29.766 W078.56.13.980 N042.58.31.057 W078.56.23.024
                          N042.58.31.057 W078.56.23.024 N042.58.32.578 W078.56.32.000
                          N042.58.32.578 W078.56.32.000 N042.58.34.327 W078.56.40.901
                          N042.58.34.327 W078.56.40.901 N042.58.36.303 W078.56.49.712
                          N042.58.36.303 W078.56.49.712 N042.58.38.504 W078.56.58.424
                          N042.58.38.504 W078.56.58.424 N042.58.40.924 W078.57.07.026
                          N042.58.40.924 W078.57.07.026 N042.58.43.567 W078.57.15.506
                          N042.58.43.567 W078.57.15.506 N042.58.46.422 W078.57.23.860
                          N042.58.46.422 W078.57.23.860 N042.58.49.491 W078.57.32.071
                          N042.58.49.491 W078.57.32.071 N042.58.52.768 W078.57.40.130
                          N042.58.52.768 W078.57.40.130 N042.58.56.250 W078.57.48.031
                          N042.58.56.250 W078.57.48.031 N042.58.59.933 W078.57.55.759
                          N042.58.59.933 W078.57.55.759 N042.59.03.810 W078.58.03.311
                          N042.59.03.810 W078.58.03.311 N042.59.07.877 W078.58.10.672
                          N042.59.07.877 W078.58.10.672 N042.59.12.131 W078.58.17.834
                          N042.59.12.131 W078.58.17.834 N042.59.16.567 W078.58.24.793
                          N042.59.16.567 W078.58.24.793 N042.59.21.178 W078.58.31.537
                          N042.59.21.178 W078.58.31.537 N042.59.25.957 W078.58.38.057
                          N042.59.25.957 W078.58.38.057 N042.59.30.901 W078.58.44.344
                          N042.59.30.901 W078.58.44.344 N042.59.36.006 W078.58.50.396
                          N042.59.36.006 W078.58.50.396 N042.59.41.260 W078.58.56.200
                          N042.59.41.260 W078.58.56.200 N042.59.46.660 W078.59.01.750
                          N042.59.46.660 W078.59.01.750 N042.59.52.198 W078.59.07.042
                          N042.59.52.198 W078.59.07.042 N042.59.57.869 W078.59.12.067
                          N042.59.57.869 W078.59.12.067 N043.00.03.663 W078.59.16.820
                          N043.00.03.663 W078.59.16.820 N043.00.09.578 W078.59.21.296
                          N043.00.09.578 W078.59.21.296 N043.00.15.604 W078.59.25.485
                          N043.00.15.604 W078.59.25.485 N043.00.21.733 W078.59.29.387
                          N043.00.21.733 W078.59.29.387 N043.00.27.956 W078.59.32.996
                          N043.00.27.956 W078.59.32.996 N043.00.34.271 W078.59.36.306
                          N043.00.34.271 W078.59.36.306 N043.00.40.665 W078.59.39.314
                          N043.00.40.665 W078.59.39.314 N043.00.47.131 W078.59.42.018
                          N043.00.47.131 W078.59.42.018 N043.00.53.665 W078.59.44.410
                          N043.00.53.665 W078.59.44.410 N043.01.00.254 W078.59.46.492
                          N043.01.00.254 W078.59.46.492 N043.01.06.894 W078.59.48.259
                          N043.01.06.894 W078.59.48.259 N043.01.13.572 W078.59.49.709
                          N043.01.13.572 W078.59.49.709 N043.01.20.289 W078.59.50.841
                          N043.01.20.289 W078.59.50.841 N043.01.27.027 W078.59.51.653
                          N043.01.27.027 W078.59.51.653 N043.01.33.782 W078.59.52.142
                          N043.01.33.782 W078.59.52.142 N043.01.40.546 W078.59.52.312
                          N043.01.40.546 W078.59.52.312 N043.01.47.310 W078.59.52.158
                          N043.01.47.310 W078.59.52.158 N043.01.54.065 W078.59.51.685
                          N043.01.54.065 W078.59.51.685 N043.02.00.804 W078.59.50.888
                          N043.02.00.804 W078.59.50.888 N043.02.07.520 W078.59.49.772
                          N043.02.07.520 W078.59.49.772 N043.02.14.200 W078.59.48.337
                          N043.02.14.200 W078.59.48.337 N043.02.20.844 W078.59.46.586
                          N043.02.20.844 W078.59.46.586 N043.02.27.436 W078.59.44.519
                          N043.02.27.436 W078.59.44.519 N043.02.33.971 W078.59.42.139
                          N043.02.33.971 W078.59.42.139 N043.02.40.441 W078.59.39.450
                          N043.02.40.441 W078.59.39.450 N043.02.46.841 W078.59.36.455
                          N043.02.46.841 W078.59.36.455 N043.02.53.158 W078.59.33.157
                          N043.02.53.158 W078.59.33.157 N043.02.59.385 W078.59.29.559
                          N043.02.59.385 W078.59.29.559 N043.03.05.518 W078.59.25.668
                          N043.03.05.518 W078.59.25.668 N043.03.11.549 W078.59.21.487
                          N043.03.11.549 W078.59.21.487 N043.03.17.469 W078.59.17.021
                          N043.03.17.469 W078.59.17.021 N043.03.23.270 W078.59.12.276
                          N043.03.23.270 W078.59.12.276 N043.03.28.946 W078.59.07.256
                          N043.03.28.946 W078.59.07.256 N043.03.34.490 W078.59.01.970
                          N043.03.34.490 W078.59.01.970 N043.03.39.895 W078.58.56.425
                          N043.03.39.895 W078.58.56.425 N043.03.45.155 W078.58.50.624
                          N043.03.45.155 W078.58.50.624 N043.03.50.264 W078.58.44.574
                          N043.03.50.264 W078.58.44.574 N043.03.55.213 W078.58.38.287
                          N043.03.55.213 W078.58.38.287 N043.04.00.000 W078.58.31.768
                          N043.04.00.000 W078.58.31.768 N043.04.04.615 W078.58.25.023
                          N043.04.04.615 W078.58.25.023 N043.04.09.056 W078.58.18.064
                          N043.04.09.056 W078.58.18.064 N043.04.13.318 W078.58.10.896
                          N043.04.13.318 W078.58.10.896 N043.04.17.392 W078.58.03.530
                          N043.04.17.392 W078.58.03.530 N043.04.21.274 W078.57.55.973
                          N043.04.21.274 W078.57.55.973 N043.04.24.961 W078.57.48.238
                          N043.04.24.961 W078.57.48.238 N043.04.28.448 W078.57.40.331
                          N043.04.28.448 W078.57.40.331 N043.04.31.730 W078.57.32.262
                          N043.04.31.730 W078.57.32.262 N043.04.34.803 W078.57.24.041
                          N043.04.34.803 W078.57.24.041 N043.04.37.663 W078.57.15.679
                          N043.04.37.663 W078.57.15.679 N043.04.40.310 W078.57.07.186
                          N043.04.40.310 W078.57.07.186 N043.04.42.735 W078.56.58.573
                          N043.04.42.735 W078.56.58.573 N043.04.44.938 W078.56.49.848
                          N043.04.44.938 W078.56.49.848 N043.04.46.920 W078.56.41.024
                          N043.04.46.920 W078.56.41.024 N043.04.48.672 W078.56.32.110
                          N043.04.48.672 W078.56.32.110 N043.04.50.193 W078.56.23.118
                          N043.04.50.193 W078.56.23.118 N043.04.51.485 W078.56.14.059
                          N043.04.51.485 W078.56.14.059 N043.04.52.546 W078.56.04.944
                          N043.04.52.546 W078.56.04.944 N043.04.53.369 W078.55.55.785
                          N043.04.53.369 W078.55.55.785 N043.04.53.961 W078.55.46.592
                          N043.04.53.961 W078.55.46.592 N043.04.54.315 W078.55.37.376
                          N043.04.54.315 W078.55.37.376 N043.04.54.315 W078.55.18.922
                          N043.05.03.614 W077.30.53.856 N043.05.05.869 W077.31.01.188
                          N043.05.05.869 W077.31.01.188 N043.05.08.429 W077.31.10.303
                          N043.05.08.429 W077.31.10.303 N043.05.10.753 W077.31.19.535
                          N043.05.10.753 W077.31.19.535 N043.05.12.837 W077.31.28.872
                          N043.05.12.837 W077.31.28.872 N043.05.14.687 W077.31.38.302
                          N043.05.14.687 W077.31.38.302 N043.05.16.293 W077.31.47.817
                          N043.05.16.293 W077.31.47.817 N043.05.17.653 W077.31.57.404
                          N043.05.17.653 W077.31.57.404 N043.05.18.770 W077.32.07.047
                          N043.05.18.770 W077.32.07.047 N043.05.19.640 W077.32.16.739
                          N043.05.19.640 W077.32.16.739 N043.05.20.262 W077.32.26.467
                          N043.05.20.262 W077.32.26.467 N043.05.20.637 W077.32.36.220
                          N043.05.20.637 W077.32.36.220 N043.05.20.760 W077.32.45.982
                          N043.05.20.760 W077.32.45.982 N043.05.20.637 W077.32.55.747
                          N043.05.20.637 W077.32.55.747 N043.05.20.262 W077.33.05.499
                          N043.05.20.262 W077.33.05.499 N043.05.19.640 W077.33.15.226
                          N043.05.19.640 W077.33.15.226 N043.05.18.770 W077.33.24.918
                          N043.05.18.770 W077.33.24.918 N043.05.17.653 W077.33.34.563
                          N043.05.17.653 W077.33.34.563 N043.05.16.293 W077.33.44.148
                          N043.05.16.293 W077.33.44.148 N043.05.14.687 W077.33.53.662
                          N043.05.14.687 W077.33.53.662 N043.05.12.837 W077.34.03.095
                          N043.05.12.837 W077.34.03.095 N043.05.10.753 W077.34.12.432
                          N043.05.10.753 W077.34.12.432 N043.05.08.429 W077.34.21.664
                          N043.05.08.429 W077.34.21.664 N043.05.05.869 W077.34.30.779
                          N043.05.05.869 W077.34.30.779 N043.05.03.082 W077.34.39.765
                          N043.05.03.082 W077.34.39.765 N043.05.00.064 W077.34.48.613
                          N043.05.00.064 W077.34.48.613 N043.04.56.825 W077.34.57.312
                          N043.04.56.825 W077.34.57.312 N043.04.53.364 W077.35.05.849
                          N043.04.53.364 W077.35.05.849 N043.04.49.690 W077.35.14.216
                          N043.04.49.690 W077.35.14.216 N043.04.45.802 W077.35.22.401
                          N043.04.45.802 W077.35.22.401 N043.04.41.708 W077.35.30.397
                          N043.04.41.708 W077.35.30.397 N043.04.37.412 W077.35.38.189
                          N043.04.37.412 W077.35.38.189 N043.04.32.923 W077.35.45.775
                          N043.04.32.923 W077.35.45.775 N043.04.28.240 W077.35.53.139
                          N043.04.28.240 W077.35.53.139 N043.04.23.373 W077.36.00.275
                          N043.04.23.373 W077.36.00.275 N043.04.18.326 W077.36.07.171
                          N043.04.18.326 W077.36.07.171 N043.04.13.109 W077.36.13.824
                          N043.04.13.109 W077.36.13.824 N043.04.07.722 W077.36.20.226
                          N043.04.07.722 W077.36.20.226 N043.04.02.178 W077.36.26.362
                          N043.04.02.178 W077.36.26.362 N043.03.56.479 W077.36.32.231
                          N043.03.56.479 W077.36.32.231 N043.03.50.635 W077.36.37.823
                          N043.03.50.635 W077.36.37.823 N043.03.44.651 W077.36.43.133
                          N043.03.44.651 W077.36.43.133 N043.03.38.535 W077.36.48.156
