PIT TRACON FLOW:          N000.00.00.000 E000.00.00.000 N000.00.00.000 E000.00.00.000
- RWY 10                  N000.00.00.000 E000.00.00.000 N000.00.00.000 E000.00.00.000
                          N040.08.21.521 W080.47.59.934 N040.07.23.383 W080.48.30.379
                          N040.19.38.332 W079.28.11.748 N040.19.37.045 W079.28.11.529
                          N040.19.37.045 W079.28.11.529 N040.19.30.614 W079.28.10.424
                          N040.19.30.614 W079.28.10.424 N040.19.29.608 W079.28.10.680
                          N040.19.29.608 W079.28.10.680 N040.19.26.910 W079.28.11.498
                          N040.19.26.910 W079.28.11.498 N040.19.23.270 W079.28.15.148
                          N040.19.23.270 W079.28.15.148 N040.19.21.765 W079.28.10.614
                          N040.19.21.765 W079.28.10.614 N040.19.21.011 W079.28.08.349
                          N040.19.21.011 W079.28.08.349 N040.19.19.613 W079.28.05.973
                          N040.19.19.613 W079.28.05.973 N040.19.16.847 W079.28.04.215
                          N040.19.16.847 W079.28.04.215 N040.19.08.488 W079.28.02.780
                          N040.19.08.488 W079.28.02.780 N040.19.06.110 W079.28.03.655
                          N040.19.06.110 W079.28.03.655 N040.19.03.885 W079.28.06.263
                          N040.19.03.885 W079.28.06.263 N040.19.02.386 W079.28.08.142
                          N040.19.02.386 W079.28.08.142 N040.19.01.210 W079.28.10.079
                          N040.19.01.210 W079.28.10.079 N040.18.59.015 W079.28.31.922
                          N040.19.21.199 W079.28.35.732 N040.19.23.270 W079.28.15.148
                          N040.19.44.665 W079.27.51.039 N040.19.12.189 W079.27.45.468
                          N040.19.12.189 W079.27.45.468 N040.19.10.625 W079.27.44.773
                          N040.19.10.625 W079.27.44.773 N040.19.07.705 W079.27.41.279
                          N040.19.07.705 W079.27.41.279 N040.19.05.987 W079.27.38.849
                          N040.19.05.987 W079.27.38.849 N040.19.05.037 W079.27.35.267
                          N040.19.05.037 W079.27.35.267 N040.19.05.181 W079.27.30.592
                          N040.19.05.181 W079.27.30.592 N040.19.05.856 W079.27.23.871
                          N040.19.05.856 W079.27.23.871 N040.19.06.558 W079.27.20.145
                          N040.19.06.558 W079.27.20.145 N040.19.08.672 W079.27.15.378
                          N040.19.08.672 W079.27.15.378 N040.19.11.217 W079.27.12.825
                          N040.19.11.217 W079.27.12.825 N040.19.13.314 W079.27.11.474
                          N040.19.13.314 W079.27.11.474 N040.19.16.293 W079.27.11.129
                          N040.19.16.293 W079.27.11.129 N040.19.48.126 W079.27.16.588
                          N040.19.30.838 W079.26.40.289 N040.19.12.475 W079.26.17.916
                          N040.19.09.061 W079.26.51.944 N040.19.49.899 W079.26.58.941
                          N040.19.49.899 W079.26.58.941 N040.19.52.008 W079.26.37.932
                          N040.19.52.008 W079.26.37.932 N040.19.51.532 W079.26.36.142
                          N040.19.51.532 W079.26.36.142 N040.19.50.624 W079.26.32.139
                          N040.19.50.624 W079.26.32.139 N040.19.47.790 W079.26.27.806
                          N040.19.47.790 W079.26.27.806 N040.19.44.742 W079.26.25.577
                          N040.19.44.742 W079.26.25.577 N040.19.40.884 W079.26.24.916
                          N040.19.40.884 W079.26.24.916 N040.19.37.500 W079.26.26.045
                          N040.19.37.500 W079.26.26.045 N040.19.33.904 W079.26.29.277
                          N040.19.33.904 W079.26.29.277 N040.19.32.237 W079.26.32.837
                          N040.19.32.237 W079.26.32.837 N040.19.31.428 W079.26.34.407
                          N040.19.31.428 W079.26.34.407 N040.19.29.318 W079.26.55.414
                          N040.19.53.658 W079.25.25.985 N040.19.55.419 W079.25.27.997
                          N040.19.55.419 W079.25.27.997 N040.19.56.970 W079.25.32.110
                          N040.19.56.970 W079.25.32.110 N040.19.57.361 W079.25.34.741
                          N040.19.57.361 W079.25.34.741 N040.19.57.609 W079.25.42.048
                          N040.19.57.609 W079.25.42.048 N040.19.57.358 W079.25.44.570
                          N040.19.57.358 W079.25.44.570 N040.19.56.207 W079.25.49.501
                          N040.19.56.207 W079.25.49.501 N040.19.54.822 W079.25.53.538
                          N040.19.54.822 W079.25.53.538 N040.19.54.417 W079.25.54.324
                          N040.19.54.417 W079.25.54.324 N040.19.52.515 W079.25.56.990
                          N040.19.52.515 W079.25.56.990 N040.19.50.291 W079.25.59.600
                          N040.19.50.291 W079.25.59.600 N040.19.44.319 W079.26.03.708
                          N040.19.44.319 W079.26.03.708 N040.19.38.963 W079.26.04.929
                          N040.19.38.963 W079.26.04.929 N040.19.31.888 W079.26.03.718
                          N040.19.31.888 W079.26.03.718 N040.19.28.115 W079.26.02.216
                          N040.19.28.115 W079.26.02.216 N040.19.25.388 W079.26.00.039
                          N040.19.25.388 W079.26.00.039 N040.19.23.069 W079.25.57.081
                          N040.19.23.069 W079.25.57.081 N040.19.21.028 W079.25.54.594
                          N040.19.21.028 W079.25.54.594 N040.19.18.471 W079.25.50.739
                          N040.19.18.471 W079.25.50.739 N040.19.17.521 W079.25.47.157
                          N040.19.17.521 W079.25.47.157 N040.19.16.573 W079.25.43.577
                          N040.19.16.573 W079.25.43.577 N040.19.16.224 W079.25.40.525
                          N040.19.16.224 W079.25.40.525 N040.19.16.979 W079.25.32.962
                          N040.19.16.979 W079.25.32.962 N040.19.18.045 W079.25.28.872
                          N040.19.18.045 W079.25.28.872 N040.19.19.669 W079.25.25.731
                          N040.19.19.669 W079.25.25.731 N040.19.21.655 W079.25.22.225
                          N040.19.21.655 W079.25.22.225 N040.19.23.516 W079.25.19.978
                          N040.19.23.516 W079.25.19.978 N040.19.27.795 W079.25.16.437
                          N040.19.27.795 W079.25.16.437 N040.19.30.942 W079.25.14.411
                          N040.19.30.942 W079.25.14.411 N040.19.32.953 W079.25.13.900
                          N040.19.32.953 W079.25.13.900 N040.19.38.098 W079.25.14.780
                          N040.19.38.098 W079.25.14.780 N040.19.36.333 W079.25.32.427
                          N040.09.33.071 W079.59.20.599 N040.10.15.376 W079.59.13.666
                          N040.10.15.376 W079.59.13.666 N040.09.36.426 W079.58.48.773
                          N040.09.36.426 W079.58.48.773 N040.10.18.773 W079.58.41.415
                          N040.10.18.773 W079.58.41.415 N040.09.39.600 W079.58.18.621
                          N040.10.25.383 W079.57.38.585 N040.10.24.591 W079.57.46.127
                          N040.10.24.591 W079.57.46.127 N040.10.23.874 W079.57.49.837
                          N040.10.23.874 W079.57.49.837 N040.10.20.188 W079.57.56.861
                          N040.10.20.188 W079.57.56.861 N040.10.13.978 W079.58.03.005
                          N040.10.13.978 W079.58.03.005 N040.10.09.537 W079.58.04.771
                          N040.10.09.537 W079.58.04.771 N040.10.04.264 W079.58.05.108
                          N040.10.04.264 W079.58.05.108 N040.10.00.087 W079.58.04.363
                          N040.10.00.087 W079.58.04.363 N040.09.56.316 W079.58.02.835
                          N040.09.56.316 W079.58.02.835 N040.09.52.361 W079.57.59.995
                          N040.09.52.361 W079.57.59.995 N040.09.47.706 W079.57.54.470
                          N040.09.47.706 W079.57.54.470 N040.09.46.275 W079.57.52.508
                          N040.09.46.275 W079.57.52.508 N040.09.44.698 W079.57.48.813
                          N040.09.44.698 W079.57.48.813 N040.09.43.521 W079.57.41.347
                          N040.09.43.521 W079.57.41.347 N040.09.44.446 W079.57.32.554
                          N040.09.44.446 W079.57.32.554 N040.09.45.529 W079.57.28.480
                          N040.09.45.529 W079.57.28.480 N040.09.47.254 W079.57.24.522
                          N040.09.47.254 W079.57.24.522 N040.09.48.482 W079.57.22.182
                          N040.09.48.482 W079.57.22.182 N040.09.51.492 W079.57.18.451
                          N040.09.51.492 W079.57.18.451 N040.09.55.745 W079.57.15.370
                          N040.09.55.745 W079.57.15.370 N040.09.58.447 W079.57.14.573
                          N040.09.58.447 W079.57.14.573 N040.10.03.399 W079.57.14.179
                          N040.10.03.399 W079.57.14.179 N040.10.11.110 W079.57.15.556
                          N040.10.11.110 W079.57.15.556 N040.10.18.423 W079.57.20.701
                          N040.10.18.423 W079.57.20.701 N040.10.20.733 W079.57.23.675
                          N040.10.20.733 W079.57.23.675 N040.10.22.673 W079.57.27.007
                          N040.10.22.673 W079.57.27.007 N040.10.23.972 W079.57.30.226
                          N040.10.23.972 W079.57.30.226 N040.10.24.203 W079.57.31.122
                          N040.10.24.203 W079.57.31.122 N040.10.25.383 W079.57.38.585
                          N040.09.48.495 W079.56.54.024 N040.10.29.300 W079.57.01.307
                          N040.10.29.300 W079.57.01.307 N040.09.53.461 W079.56.06.698
                          N040.09.53.461 W079.56.06.698 N040.10.34.270 W079.56.13.973
                          N040.10.38.752 W079.55.31.245 N040.10.36.072 W079.55.56.799
                          N040.10.36.072 W079.55.56.799 N040.09.55.264 W079.55.49.526
                          N040.09.55.264 W079.55.49.526 N040.09.57.987 W079.55.23.558
                          N040.10.15.508 W079.55.53.133 N040.10.18.099 W079.55.28.420
                          N040.10.38.744 W079.54.50.705 N040.10.41.562 W079.54.55.046
                          N040.10.41.562 W079.54.55.046 N040.10.41.796 W079.54.55.942
                          N040.10.41.796 W079.54.55.942 N040.10.41.868 W079.55.01.503
                          N040.10.41.868 W079.55.01.503 N040.10.40.743 W079.55.05.995
                          N040.10.40.743 W079.55.05.995 N040.10.39.192 W079.55.08.281
                          N040.10.39.192 W079.55.08.281 N040.10.37.324 W079.55.10.508
                          N040.10.37.324 W079.55.10.508 N040.10.34.213 W079.55.12.088
                          N040.10.34.213 W079.55.12.088 N040.10.26.820 W079.55.10.772
                          N040.10.26.820 W079.55.10.772 N040.10.24.194 W079.55.07.743
                          N040.10.24.194 W079.55.07.743 N040.10.23.082 W079.55.05.838
                          N040.10.23.082 W079.55.05.838 N040.10.21.812 W079.54.59.211
                          N040.10.21.812 W079.54.59.211 N040.10.20.951 W079.54.51.806
                          N040.10.20.951 W079.54.51.806 N040.10.19.552 W079.54.46.436
                          N040.10.19.552 W079.54.46.436 N040.10.17.797 W079.54.44.418
                          N040.10.17.797 W079.54.44.418 N040.10.13.386 W079.54.42.777
                          N040.10.13.386 W079.54.42.777 N040.10.09.123 W079.54.42.874
                          N040.10.09.123 W079.54.42.874 N040.10.06.332 W079.54.44.510
                          N040.10.06.332 W079.54.44.510 N040.10.04.828 W079.54.46.376
                          N040.10.04.828 W079.54.46.376 N040.10.03.689 W079.54.47.880
                          N040.10.03.689 W079.54.47.880 N040.10.02.505 W079.54.49.801
                          N040.10.02.505 W079.54.49.801 N040.10.01.059 W079.54.54.238
                          N040.10.01.059 W079.54.54.238 N040.10.00.796 W079.54.56.752
                          N040.10.00.796 W079.54.56.752 N040.10.01.175 W079.54.59.378
                          N040.10.01.175 W079.54.59.378 N040.10.02.108 W079.55.02.958
                          N040.10.02.108 W079.55.02.958 N040.10.03.174 W079.55.05.281
                          N040.10.03.174 W079.55.05.281 N040.10.05.437 W079.55.08.671
                          N040.10.43.390 W079.54.06.298 N040.10.46.208 W079.54.10.641
                          N040.10.46.208 W079.54.10.641 N040.10.46.442 W079.54.11.535
                          N040.10.46.442 W079.54.11.535 N040.10.46.517 W079.54.17.096
                          N040.10.46.517 W079.54.17.096 N040.10.45.392 W079.54.21.590
                          N040.10.45.392 W079.54.21.590 N040.10.43.842 W079.54.23.874
                          N040.10.43.842 W079.54.23.874 N040.10.41.974 W079.54.26.103
                          N040.10.41.974 W079.54.26.103 N040.10.38.863 W079.54.27.681
                          N040.10.38.863 W079.54.27.681 N040.10.31.469 W079.54.26.367
                          N040.10.31.469 W079.54.26.367 N040.10.28.843 W079.54.23.341
                          N040.10.28.843 W079.54.23.341 N040.10.27.732 W079.54.21.436
                          N040.10.27.732 W079.54.21.436 N040.10.26.462 W079.54.14.809
                          N040.10.26.462 W079.54.14.809 N040.10.25.601 W079.54.07.403
                          N040.10.25.601 W079.54.07.403 N040.10.24.198 W079.54.02.033
                          N040.10.24.198 W079.54.02.033 N040.10.22.446 W079.54.00.014
                          N040.10.22.446 W079.54.00.014 N040.10.18.034 W079.53.58.378
                          N040.10.18.034 W079.53.58.378 N040.10.13.769 W079.53.58.472
                          N040.10.13.769 W079.53.58.472 N040.10.10.978 W079.54.00.110
                          N040.10.10.978 W079.54.00.110 N040.10.09.473 W079.54.01.976
                          N040.10.09.473 W079.54.01.976 N040.10.08.335 W079.54.03.481
                          N040.10.08.335 W079.54.03.481 N040.10.07.150 W079.54.05.404
                          N040.10.07.150 W079.54.05.404 N040.10.05.706 W079.54.09.839
                          N040.10.05.706 W079.54.09.839 N040.10.05.441 W079.54.12.353
